Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
QUIK,QuickLogic Corporation,0.7951,$53.9M,1999,Technology,Semiconductors
QDEL,Quidel Corporation,22.19,$724.36M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QPAC,Quinpario Acquisition Corp. 2,9.95,$435.31M,2015,Finance,Business Services
QPACU,Quinpario Acquisition Corp. 2,10.14,n/a,2015,Finance,Business Services
QPACW,Quinpario Acquisition Corp. 2,0.1994,n/a,2015,Finance,Business Services
QNST,"QuinStreet, Inc.",2.67,$122.17M,2010,Miscellaneous,Business Services
QUMU,Qumu Corporation,2.98,$27.5M,n/a,Technology,Computer Software: Prepackaged Software
QUNR,Qunar Cayman Islands Limited,30.03,$4.97B,2013,Technology,"Computer Software: Programming, Data Processing"
QTNT,Quotient Limited,5,$147.52M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RRD,R.R. Donnelley & Sons Company,17.82,$1.24B,n/a,Miscellaneous,Publishing
RARX,"Ra Pharmaceuticals, Inc.",13.41,$288.16M,2016,Health Care,Major Pharmaceuticals
RADA,RADA Electronic Industries Ltd.,1.21,$9.96M,n/a,Consumer Non-Durables,Electronic Components
RDCM,Radcom Ltd.,18.65,$211.04M,1997,Technology,Computer peripheral equipment
ROIA,"Radio One, Inc.",2.75,$133.55M,1999,Consumer Services,Broadcasting
ROIAK,"Radio One, Inc.",2.7,$131.12M,n/a,Consumer Services,Broadcasting
RSYS,RadiSys Corporation,4.5,$172.98M,1995,Technology,Computer peripheral equipment
RDUS,"Radius Health, Inc.",53.19,$2.29B,2014,Health Care,Major Pharmaceuticals
RDNT,"RadNet, Inc.",6.3,$292.74M,n/a,Health Care,Medical Specialities
RDWR,Radware Ltd.,13.26,$593.77M,1999,Miscellaneous,Business Services
RMBS,"Rambus, Inc.",13.39,$1.48B,1997,Technology,Semiconductors
RAND,Rand Capital Corporation,3.25,$20.55M,n/a,n/a,n/a
RLOG,"Rand Logistics, Inc.",1.5,$27.85M,n/a,Consumer Services,Marine Transportation
GOLD,Randgold Resources Limited,73.69,$6.91B,n/a,Basic Industries,Precious Metals
RNDB,"Randolph Bancorp, Inc.",14.48,$84.98M,2016,Finance,Major Banks
RPD,"Rapid7, Inc.",11.55,$490.82M,2015,Technology,Computer Software: Prepackaged Software
RAVE,"Rave Restaurant Group, Inc.",1.95,$20.78M,n/a,Consumer Non-Durables,Food Distributors
RAVN,"Raven Industries, Inc.",24.6,$889.51M,n/a,Capital Goods,Specialty Chemicals
ROLL,RBC Bearings Incorporated,80.56,$1.91B,2005,Capital Goods,Metal Fabrications
TALL,RBC S&P 500 Trend Allocator Index ETN,21.65,n/a,n/a,Finance,Commercial Banks
RICK,"RCI Hospitality Holdings, Inc.",12.17,$119.67M,1995,Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",6.1,$73.71M,n/a,Technology,Professional Services
RDI,Reading International Inc,14.92,$348.16M,n/a,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,15.3,$343.98M,n/a,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",0.7,$5.63M,n/a,Basic Industries,Engineering & Construction
RELY,"Real Industry, Inc. ",5.7,$167.36M,n/a,Consumer Non-Durables,Telecommunications Equipment
RNWK,"RealNetworks, Inc.",4.68,$173.03M,1997,Technology,EDP Services
RP,"RealPage, Inc.",28.8,$2.32B,2010,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",32.57,n/a,2016,Health Care,Major Pharmaceuticals
DAX,Recon Capital DAX Germany ETF,24.06,$14.44M,n/a,n/a,n/a
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,22.4899,$17.99M,n/a,n/a,n/a
RCON,"Recon Technology, Ltd.",1.25,$7.48M,2009,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",8.71,$105.95M,2014,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",53,$681.47M,2002,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",22.25,$2.58B,2016,Consumer Services,Hotels/Resorts
RDHL,Redhill Biopharma Ltd.,11.43,$145.7M,n/a,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",404.56,$42.67B,1991,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,22.5,$595.7M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,2.8,$148.19M,2012,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",22,$248.64M,n/a,Miscellaneous,Business Services
RELV,"Reliv&#39; International, Inc.",4.27,$7.88M,n/a,Health Care,Major Pharmaceuticals
MARK,"Remark Media, Inc.",4.49,$97.66M,n/a,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,38.95,$1.64B,n/a,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",9.15,$352.76M,2012,Basic Industries,Major Chemicals
RNVA,"Rennova Health, Inc.",0.0899,$3.81M,n/a,Health Care,Precision Instruments
RNVAZ,"Rennova Health, Inc.",0.035,n/a,n/a,Health Care,Precision Instruments
RCII,Rent-A-Center Inc.,11.37,$604.31M,1995,Technology,Diversified Commercial Services
RTK,"Rentech, Inc.",1.81,$41.98M,1991,Basic Industries,Agricultural Chemicals
RGEN,Repligen Corporation,33.04,$1.12B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRX,Repros Therapeutics Inc.,1.94,$49.32M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",35,$730.17M,1998,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",4.85,$183.9M,n/a,Finance,Major Banks
RSAS,RESAAS Services Inc.,n/a,n/a,n/a,n/a,n/a
REFR,Research Frontiers Incorporated,2.179,$52.39M,n/a,Miscellaneous,Multi-Sector Companies
RESN,Resonant Inc.,4.96,$61.71M,2014,Technology,Semiconductors
RECN,"Resources Connection, Inc.",16.45,$594.97M,2000,Miscellaneous,Business Services
ROIC,Retail Opportunity Investments Corp.,19.79,$2.16B,n/a,Consumer Services,Real Estate Investment Trusts
SALE,"RetailMeNot, Inc.",9.35,$453.44M,2013,Consumer Services,Advertising
RTRX,"Retrophin, Inc.",21.39,$807.09M,n/a,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",18.4,$524.68M,2014,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",5.4507,$57.52M,n/a,Consumer Services,Real Estate Investment Trusts
RBIO,"rEVO Biologics, Inc.",n/a,n/a,n/a,n/a,n/a
RVLT,"Revolution Lighting Technologies, Inc.",5.53,$115.28M,n/a,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,2.8,$45.74M,2014,Health Care,Industrial Specialties
REXX,Rex Energy Corporation,0.2819,$27.59M,2007,Energy,Oil & Gas Production
RFIL,"RF Industries, Ltd.",1.6,$14.14M,n/a,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,24.5491,$117.31M,n/a,Public Utilities,Oil & Gas Production
RIBT,RiceBran Technologies,1.11,$11.99M,n/a,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,0.2494,n/a,n/a,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",6.15,$78.99M,1983,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",2.69,$266.14M,2000,Health Care,Major Pharmaceuticals
NAME,"Rightside Group, Ltd.",7.99,$155.19M,n/a,Miscellaneous,Business Services
RNET,"RigNet, Inc.",17.15,$307.45M,2010,Consumer Services,Telecommunications Equipment
RTTR,"Ritter Pharmaceuticals, Inc.",2.35,$25.22M,2015,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,5.73,$128.97M,n/a,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",1.52,$7.96M,n/a,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,0.655,$24.16M,n/a,Miscellaneous,Business Services
ROBO,ROBO Global Robotics and Automation Index ETF,28.3,$130.18M,n/a,n/a,n/a
FUEL,Rocket Fuel Inc.,2.04,$92.99M,2013,Technology,"Computer Software: Programming, Data Processing"
RMTI,"Rockwell Medical, Inc.",6.29,$324.11M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",11.05,$82.06M,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",9.97,$58.37M,n/a,Consumer Non-Durables,Specialty Foods
ROKA,"Roka Bioscience, Inc.",4.5,$8.29M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROSG,Rosetta Genomics Ltd.,0.72,$15.02M,2007,Health Care,Major Pharmaceuticals
ROST,"Ross Stores, Inc.",65.53,$25.99B,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",2.72,$81.85M,n/a,Finance,Major Banks
RGLD,"Royal Gold, Inc.",68.16,$4.45B,n/a,Basic Industries,Precious Metals
RPXC,RPX Corporation,10.57,$519.54M,2011,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",2.75,$160.67M,2000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",0.523,$14.03M,2007,Technology,Semiconductors
RUSHA,"Rush Enterprises, Inc.",27.61,$1.09B,n/a,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",26.88,$1.06B,n/a,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",16.7,$532.54M,2005,Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,1.328,$8.76M,n/a,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,83.81,$21.03B,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",33.22,$1.16B,n/a,Finance,Major Banks
SANW,S&W Seed Company,4.75,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,9.95,n/a,2016,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,10.25,n/a,2016,n/a,n/a
SCACW,Saban Capital Acquisition Corp.,0.4807,n/a,2016,Finance,Business Services
SBRA,"Sabra Healthcare REIT, Inc.",21.06,$1.37B,n/a,Consumer Services,Real Estate Investment Trusts
SBRAP,"Sabra Healthcare REIT, Inc.",25.4,$146.05M,n/a,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,25.61,$7.18B,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",8.82,$82.41M,n/a,Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",70.3,$1.07B,2002,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",52.2,$1.94B,2014,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",42,$1.06B,n/a,Transportation,Trucking Freight/Courier Services
SAJA,"Sajan, Inc.",3.8753,$18.59M,n/a,Miscellaneous,Business Services
SALM,"Salem Media Group, Inc.",5.9,$152.36M,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",34,$93.77M,n/a,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",82.02,$1.85B,1987,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",35.01,$836.38M,n/a,Finance,Major Banks
SGMO,"Sangamo BioSciences, Inc.",4.05,$286.03M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,31.65,$2.34B,1993,Technology,Electrical Products
GCVRZ,Sanofi,0.39,n/a,n/a,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,14.59,$711.41M,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",38.73,$2.11B,n/a,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",13.9999,$67.94M,n/a,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",13.98,n/a,n/a,Finance,Major Banks
SBAC,SBA Communications Corporation,100.63,$12.49B,1999,Consumer Services,Telecommunications Equipment
SCSC,"ScanSource, Inc.",36.2,$910.42M,n/a,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",1.8,$5.39M,n/a,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",27.25,$730.13M,1993,Consumer Durables,Industrial Specialties
SCHL,Scholastic Corporation,44.73,$1.54B,1992,Consumer Services,Books
SCLN,"SciClone Pharmaceuticals, Inc.",10.35,$528.4M,1992,Health Care,Major Pharmaceuticals
SGMS,Scientific Games Corp,13.9,$1.22B,n/a,Technology,EDP Services
SNI,"Scripps Networks Interactive, Inc",71.19,$9.19B,n/a,Consumer Services,Television Services
SCYX,"SCYNEXIS, Inc.",3.59,$86.13M,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",2.6,$91.48M,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,18.64,$709.02M,n/a,Finance,Major Banks
STX,Seagate Technology PLC,39.23,$11.55B,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,3.9,$76.11M,n/a,Transportation,Marine Transportation
SRSC,Sears Canada Inc. ,1.6,$163M,n/a,Consumer Services,Department/Specialty Retail Stores
SHLD,Sears Holdings Corporation,12.44,$1.33B,n/a,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,3.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",6.75,$153.33M,n/a,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,7.03,$78.77M,n/a,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",73.71,$10.43B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",2.44,$103.08M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SCWX,SecureWorks Corp.,12.52,$1.01B,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,6.3,$93.62M,n/a,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,47.41,$7.59B,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",8.75,$101.8M,n/a,Finance,Major Banks
SCSS,Select Comfort Corporation,22.19,$997.24M,1998,Consumer Durables,Home Furnishings
SIR,Select Income REIT,24.22,$2.17B,n/a,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",22.93,$417.1M,2016,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",40.25,$2.33B,n/a,Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,4.2,$12.35M,2010,Technology,Semiconductors
SMTC,Semtech Corporation,26.9,$1.76B,n/a,Technology,Semiconductors
SENEA,Seneca Foods Corp.,37.1,$362.81M,n/a,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,38.1572,$373.14M,n/a,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",n/a,n/a,n/a,n/a,n/a
SNH,Senior Housing Properties Trust,17.85,$4.24B,n/a,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,23.75,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,24.53,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNMX,"Senomyx, Inc.",1.21,$54.46M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",5.86,$79.38M,2016,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0.52,n/a,2016,Health Care,Medical/Dental Instruments
SQBG,"Sequential Brands Group, Inc.",5.985,$373.91M,n/a,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",11.78,$475.39M,2015,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",5.82,$505.96M,2011,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",66.33,$1.74B,2014,Finance,Major Banks
SEV,"Sevcon, Inc.",9.51,$50.81M,n/a,Energy,Industrial Machinery/Components
SVBI,Severn Bancorp Inc,6.9,$83.52M,n/a,Finance,Major Banks
SGOC,"SGOCO Group, Ltd",3.55,$15.87M,2010,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp,4.38,$69.67M,n/a,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",5.08,$42.46M,n/a,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,25.65,$1.25B,n/a,Public Utilities,Telecommunications Equipment
SHLO,"Shiloh Industries, Inc.",6.87,$121.01M,1993,Capital Goods,Industrial Specialties
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,n/a
TYHT,"Shineco, Inc.",5.6,$117.79M,2016,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,180.23,$54.26B,n/a,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",29.65,$558.08M,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,13.93,$176.42M,n/a,Finance,Major Banks
SHOR,"ShoreTel, Inc.",7.1,$482.41M,2007,Public Utilities,Telecommunications Equipment
SFLY,"Shutterfly, Inc.",50.34,$1.71B,2006,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",14,$170.94M,n/a,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,1.39,$30.7M,n/a,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",8.23,$153.03M,2014,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,20.7,$285.48M,n/a,Finance,Major Banks
SWIR,"Sierra Wireless, Inc.",15.5,$496.79M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,0.9615,$171.66M,n/a,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",8.1,$303.4M,1986,Technology,Semiconductors
SGMA,"SigmaTron International, Inc.",5.15,$21.56M,1994,Technology,Electrical Products
SGNL,"Signal Genetics, Inc.",7.13,$5.29M,2014,Health Care,Medical Specialities
SBNY,Signature Bank,148.75,$7.99B,2004,Finance,Major Banks
SBNYW,Signature Bank,92.66,n/a,n/a,Finance,Major Banks
SLGN,Silgan Holdings Inc.,49.26,$2.97B,1997,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,40.65,$298.64M,n/a,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",66.5,$2.78B,2000,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,45.68,$1.59B,2005,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",7.25,$4.52B,n/a,Technology,Semiconductors
SSRI,Silver Standard Resources Inc.,9.9,$1.18B,n/a,Basic Industries,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,13.15,$170.17M,2013,Finance,Investment Managers
SFNC,Simmons First National Corporation,58.15,$1.82B,n/a,Finance,Major Banks
SLP,"Simulations Plus, Inc.",10.55,$181.74M,n/a,Technology,EDP Services
SINA,Sina Corporation,67.85,$4.74B,n/a,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",31.95,$2.9B,1995,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",4.95,$40.99M,n/a,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",6.07,$345.42M,n/a,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,4.58,$22.1B,n/a,Consumer Services,Broadcasting
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,n/a
SITO,"SITO Mobile, Ltd.",3.94,$68.47M,n/a,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",2.505,$122.13M,2014,Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,2.13,$6.97M,n/a,Health Care,Industrial Specialties
SPU,"SkyPeople Fruit Juice, Inc.",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods
SKYW,"SkyWest, Inc.",36.2,$1.87B,1986,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",77.95,$14.62B,n/a,Technology,Semiconductors
ISM,SLM Corporation,24.8101,n/a,n/a,Finance,Finance: Consumer Services
JSM,SLM Corporation,22.71,n/a,n/a,Finance,Finance: Consumer Services
OSM,SLM Corporation,25.04,n/a,n/a,Finance,Finance: Consumer Services
SLM,SLM Corporation,9.81,$4.2B,n/a,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,49.7308,$164.11M,n/a,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,54.49,$217.96M,n/a,Finance,Finance: Consumer Services
SND,"Smart Sand, Inc.",10.97,$375.6M,2016,n/a,n/a
SMBK,"SmartFinancial, Inc.",17.99,$105.93M,n/a,Finance,Major Banks
SWHC,Smith & Wesson Holding Corporation,24.4,$1.37B,n/a,Capital Goods,Ordnance And Accessories
SMSI,"Smith Micro Software, Inc.",1.58,$19.47M,1995,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,1.3,$21.46M,2000,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",36.98,$3.56B,n/a,Consumer Non-Durables,Specialty Foods
SRAX,"Social Reality, Inc.",6.025,$41.82M,n/a,Technology,Advertising
SCKT,"Socket Mobile, Inc.",3.38,$19.82M,n/a,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,35.47,$748.56M,2010,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,35.04,$1.36B,n/a,Technology,EDP Services
SLRC,Solar Capital Ltd.,20.62,$871.16M,2010,n/a,n/a
SUNS,Solar Senior Capital Ltd.,16.35,$262.01M,n/a,n/a,n/a
SCTY,SolarCity Corporation,20.4,$2.06B,2012,Basic Industries,Engineering & Construction
SEDG,"SolarEdge Technologies, Inc.",13,$533.82M,2015,Technology,Semiconductors
SONC,Sonic Corp.,26.65,$1.22B,1991,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",5.3,$23.38M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SONS,"Sonus Networks, Inc.",6.23,$307.99M,n/a,Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",2.81,$84.6M,2013,n/a,n/a
SORL,"SORL Auto Parts, Inc.",4.17,$80.5M,n/a,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",6.25,$362.12M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,5.42,$81.03M,n/a,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,23.845,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SOHOM,Sotherly Hotels LP,25.7,n/a,n/a,Consumer Services,Hotels/Resorts
SFBC,"Sound Financial Bancorp, Inc.",26.3116,$65.74M,n/a,Finance,Savings Institutions
SSB,South State Corporation,83.7,$2.03B,n/a,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",30.4,$194.03M,n/a,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",27.905,$207.51M,n/a,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",14.12,$173.13M,n/a,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",37.37,$982.31M,n/a,Finance,Major Banks
OKSB,"Southwest Bancorp, Inc.",21.5,$401.7M,1993,Finance,Major Banks
SP,SP Plus Corporation,27.75,$620.4M,n/a,Consumer Services,Rental/Leasing Companies
SPAN,"Span-America Medical Systems, Inc.",18.7,$51.53M,1983,Health Care,Industrial Specialties
SBSA,"Spanish Broadcasting System, Inc.",3.15,$20.5M,1999,Consumer Services,Broadcasting
SGRP,"SPAR Group, Inc.",1.01,$20.83M,n/a,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",26.7,$446.46M,2014,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",57.88,$1.78B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",8.35,$287.27M,n/a,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,n/a,n/a,n/a,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.13,$15.68M,n/a,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",4.27,$343.98M,n/a,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,0.53,$27.5M,n/a,Technology,EDP Services
SPEX,Spherix Incorporated,1.06,$5.11M,n/a,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",2.24,$143.15M,n/a,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",53.87,$3.73B,2011,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,62.25,$8.38B,2012,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",17.5,$359.42M,n/a,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",n/a,n/a,2014,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",8.99,$69.83M,2016,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",6.8101,$163.45M,n/a,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",21.59,$3.07B,2013,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",66.93,$1.14B,2010,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",32.61,$6.61B,2010,Technology,Computer Software: Prepackaged Software
STAA,STAAR Surgical Company,10.55,$428.43M,n/a,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",0.918,$9.09M,1996,Technology,Professional Services
STMP,Stamps.com Inc.,109.15,$1.86B,1999,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",1.035,$15.25M,n/a,Consumer Durables,Home Furnishings
SPLS,"Staples, Inc.",9.33,$6.07B,1989,Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,5.36,$235.6M,n/a,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,21.66,n/a,n/a,Transportation,Marine Transportation
SBUX,Starbucks Corporation,55.85,$81.57B,1992,Consumer Services,Restaurants
STRZA,Starz,33.66,$3.28B,n/a,Consumer Services,Television Services
STRZB,Starz,35.91,$3.5B,n/a,Consumer Services,Television Services
STFC,State Auto Financial Corporation,24.68,$1.03B,1991,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,25.14,$927.32M,n/a,Finance,Major Banks
SNC,"State National Companies, Inc.",13.09,$548.79M,n/a,Finance,Property-Casualty Insurers
STDY,SteadyMed Ltd.,3.85,$77.54M,2015,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",3.52,$142.62M,2005,Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",33.38,$8.14B,1996,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",5.12,$240.14M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
